Sample	posterior	ESS(posterior)	likelihood	prior	
405000	-109383.24379982574	2.4	-109633.51520709605	250.2714072703049	
406000	-109381.08491219311	2.4	-109632.06844745816	250.98353526505147	
407000	-109375.24071634754	2.4	-109627.64072205915	252.40000571160894	
408000	-109387.155762596	2.4	-109632.70219118925	245.54642859324906	
409000	-109370.6484774932	2.5	-109623.37605514277	252.72757764956708	
410000	-109364.35454630575	2.5	-109617.12538104536	252.77083473960437	
411000	-109372.52808654984	2.5	-109627.78347383102	255.25538728119062	
412000	-109374.24849230696	2.5	-109628.79903979672	254.5505474897662	
413000	-109375.14080706536	2.5	-109627.82286293739	252.6820558720329	
414000	-109383.98828818076	2.5	-109639.04860137415	255.06031319339178	
415000	-109376.18085300396	2.5	-109629.21110808065	253.03025507668684	
416000	-109383.53103352952	2.5	-109636.62683751163	253.09580398210892	
417000	-109367.5041412452	2.5	-109620.31934021648	252.8151989712855	
418000	-109368.72302566357	2.5	-109621.22266156905	252.49963590547725	
419000	-109374.0897263007	2.5	-109626.16822667075	252.0785003700479	
420000	-109378.60366676663	2.5	-109632.73971353663	254.13604676999648	
421000	-109382.44501093985	2.5	-109633.03306557848	250.5880546386316	
422000	-109378.56721445073	2.5	-109631.63687473597	253.06966028524698	
423000	-109372.23307483488	2.5	-109626.25427937927	254.02120454438884	
424000	-109373.9450626178	2.5	-109624.83205815656	250.88699553877052	
425000	-109345.67984198601	2.5	-109598.97522962185	253.29538763583525	
426000	-109340.96630479165	2.5	-109593.50182473453	252.53551994287488	
427000	-109333.02523551178	2.5	-109584.8395475826	251.81431207080942	
428000	-109330.83534996805	2.5	-109581.12963928672	250.29428931866474	
429000	-109337.17463359512	2.5	-109589.20644834723	252.03181475212168	
430000	-109343.14157935712	2.5	-109595.36167369527	252.22009433815344	
431000	-109329.51742309936	2.5	-109582.72671917322	253.20929607386884	
432000	-109335.18621412315	2.5	-109586.35880230028	251.17258817712917	
433000	-109339.13522139988	2.5	-109592.05758997612	252.9223685762398	
434000	-109342.72196539749	2.5	-109594.90801257502	252.1860471775342	
435000	-109336.99403568833	2.5	-109590.04044781796	253.04641212962613	
436000	-109333.67697763801	2.5	-109585.93784565662	252.2608680186077	
437000	-109325.97269674054	2.5	-109578.95297771049	252.98028096994224	
438000	-109326.4392718506	2.6	-109577.70401978512	251.26474793451519	
439000	-109330.64413632228	2.6	-109586.63978730954	255.9956509872529	
440000	-109327.88853693787	2.6	-109580.67455380743	252.78601686956165	
441000	-109326.39777600927	2.6	-109581.26640551088	254.86862950161455	
442000	-109329.5807632253	2.6	-109581.86484014065	252.28407691535662	
443000	-109335.14207009939	2.6	-109587.80694584476	252.66487574536222	
444000	-109328.10890573688	2.6	-109581.99625125428	253.88734551741038	
445000	-109337.41076450524	2.6	-109589.92009298925	252.50932848401118	
446000	-109341.204056489	2.6	-109594.97368644111	253.7696299521042	
447000	-109342.59965293726	2.6	-109594.9752618521	252.37560891484154	
448000	-109330.94383086124	2.6	-109583.46248917677	252.51865831553195	
449000	-109333.65532132496	2.6	-109585.83950464171	252.1841833167534	
450000	-109344.73962284182	2.6	-109596.31468823581	251.5750653939859	
451000	-109335.17327081278	2.6	-109588.57871025038	253.40543943759795	
452000	-109332.64675123089	2.6	-109584.1339173926	251.4871661617121	
453000	-109331.23830991687	2.6	-109583.57103801325	252.33272809639274	
454000	-109334.01874058564	2.6	-109587.43334902823	253.41460844258492	
455000	-109341.24862582816	2.6	-109593.68870562622	252.4400797980584	
456000	-109342.98404302081	2.6	-109597.91515192023	254.93110889940783	
457000	-109352.01435337059	2.6	-109605.01449118256	253.00013781198422	
458000	-109353.62784510462	2.6	-109609.58702150549	255.95917640086657	
459000	-109348.21549791947	2.6	-109602.58779010654	254.37229218706574	
460000	-109338.32567714287	2.6	-109590.5686789374	252.2430017945236	
461000	-109343.19648886459	2.7	-109597.48257612903	254.28608726443343	
462000	-109341.14553132885	2.7	-109592.8761120676	251.7305807387662	
463000	-109353.09855675136	2.7	-109601.27363248648	248.17507573511833	
464000	-109344.88170690575	2.7	-109594.44313928504	249.5614323792852	
465000	-109340.82181889139	2.7	-109590.7474928687	249.92567397731654	
466000	-109349.96506737555	2.7	-109601.17782687373	251.2127594981753	
467000	-109329.90739157719	2.7	-109583.66155188554	253.75416030835441	
468000	-109329.79940314443	2.7	-109585.61022918388	255.81082603945697	
469000	-109340.30766033368	2.7	-109592.20201493253	251.894354598843	
470000	-109345.99301450876	2.7	-109598.68686237681	252.69384786804955	
471000	-109333.96855582083	2.7	-109588.60320055683	254.63464473599652	
472000	-109340.87529709625	2.7	-109592.04490289577	251.16960579950793	
473000	-109335.57931908978	2.7	-109587.94693585542	252.36761676563364	
474000	-109357.10871935116	2.7	-109608.08738895996	250.97866960879995	
475000	-109345.03011903106	2.7	-109597.88970907583	252.8595900447725	
476000	-109338.70866480723	2.7	-109592.3676252952	253.6589604879736	
477000	-109336.73970627002	2.7	-109591.6149756585	254.8752693884762	
478000	-109336.15871409296	2.7	-109590.66495510474	254.5062410117857	
479000	-109331.38024155465	2.7	-109586.06850281131	254.6882612566483	
480000	-109336.05231628953	2.7	-109590.19474582362	254.1424295340913	
481000	-109331.52000364763	2.7	-109584.13935476873	252.61935112110262	
482000	-109331.9182971153	2.7	-109584.69414350044	252.7758463851295	
483000	-109336.46528279505	2.7	-109589.16598402751	252.70070123245756	
484000	-109336.15167918454	2.8	-109593.53290506883	257.38122588428826	
485000	-109334.98830691421	2.8	-109587.75750973767	252.76920282345682	
486000	-109342.32462497386	2.8	-109596.66661623109	254.34199125722344	
487000	-109344.08606892607	2.8	-109596.16812571634	252.08205679027404	
488000	-109336.07761754545	2.8	-109588.00313544352	251.92551789806313	
489000	-109334.7992183609	2.8	-109587.03252556437	252.23330720346834	
490000	-109338.4198133564	2.8	-109589.53735354306	251.11754018664675	
491000	-109339.42784066622	2.8	-109591.96801235381	252.54017168758816	
492000	-109336.73997199697	2.8	-109589.83300051712	253.09302852014906	
493000	-109338.1798283613	2.8	-109587.73039950644	249.55057114514105	
494000	-109322.4905557057	2.8	-109575.3230499451	252.83249423939293	
495000	-109336.00555533372	2.8	-109588.11535743732	252.10980210359895	
496000	-109330.5034746103	2.8	-109582.653497176	252.1500225656926	
497000	-109337.45856009738	2.8	-109593.06542214582	255.60686204844714	
498000	-109334.31174278812	2.8	-109587.07873886655	252.76699607842858	
499000	-109338.00424012927	2.8	-109590.35497217256	252.35073204328245	
500000	-109340.70438557738	2.8	-109595.23272653154	254.52834095415355	
501000	-109335.81567009371	2.8	-109590.15600643172	254.3403363379987	
502000	-109351.81772769641	2.8	-109606.25122052646	254.4334928300468	
503000	-109347.62760788464	2.8	-109601.43608062979	253.80847274514434	
504000	-109349.49340555051	2.8	-109602.83258717047	253.33918161996252	
505000	-109352.8245965575	2.8	-109607.47867486159	254.65407830408523	
506000	-109345.8565526519	2.9	-109597.81409816763	251.95754551572958	
507000	-109343.70748313646	2.9	-109600.1666658899	256.45918275345053	
508000	-109345.12638156647	2.9	-109601.55401427868	256.4276327122014	
509000	-109344.87496354533	2.9	-109597.33845719116	252.4634936458359	
510000	-109341.41017490464	2.9	-109597.52287454346	256.1126996388203	
511000	-109346.68143339045	2.9	-109600.7302622731	254.048828882651	
512000	-109346.24365909898	2.9	-109596.29551412995	250.0518550309592	
513000	-109343.43028192215	2.9	-109595.26915343544	251.83887151329301	
514000	-109346.98995809966	2.9	-109598.67414653284	251.68418843318543	
515000	-109337.236590824	2.9	-109588.34012462996	251.10353380595407	
516000	-109343.14164643845	2.9	-109598.11205558905	254.97040915059742	
517000	-109344.13005792325	2.9	-109596.23944733279	252.10938940954276	
518000	-109335.60219971144	2.9	-109590.44089831237	254.8386986009354	
519000	-109340.59262045099	2.9	-109594.49664316559	253.90402271460323	
520000	-109334.88723071553	2.9	-109588.979925034	254.09269431846877	
521000	-109335.50417642872	2.9	-109588.42722011595	252.9230436872282	
522000	-109347.30970928947	2.9	-109599.0872460484	251.77753675892566	
523000	-109347.90524097261	2.9	-109598.24631871292	250.3410777403114	
524000	-109338.41319896288	2.9	-109594.3148481462	255.90164918332306	
525000	-109337.80922548722	2.9	-109588.64330464532	250.83407915810466	
526000	-109338.70739556065	2.9	-109592.29405990285	253.58666434221226	
527000	-109338.19579554319	3.0	-109591.5234357297	253.32764018651545	
528000	-109345.24372388906	3.0	-109598.93472188855	253.6909979994938	
529000	-109346.28470985778	3.0	-109596.6397152092	250.3550053514121	
530000	-109334.19304669437	3.0	-109586.56898787706	252.37594118268618	
531000	-109326.9393394133	3.0	-109581.41193025958	254.47259084629155	
532000	-109337.20447635817	3.0	-109588.11123036472	250.90675400656468	
533000	-109332.80549659261	3.0	-109581.13459441662	248.32909782401245	
534000	-109332.83770413452	3.0	-109587.94174255583	255.10403842131552	
535000	-109335.87873617202	3.0	-109589.83851591861	253.95977974659905	
536000	-109338.21505363802	3.0	-109591.88818614685	253.67313250882734	
537000	-109343.0606419311	3.0	-109595.86894880679	252.8083068756921	
538000	-109335.30497463194	3.0	-109589.20051576153	253.89554112959024	
539000	-109334.51355556202	3.0	-109588.30342858405	253.78987302203188	
540000	-109339.41754566572	3.0	-109592.77871097071	253.36116530498242	
541000	-109339.91631371755	3.0	-109594.31792594871	254.40161223116036	
542000	-109336.71876538199	3.0	-109587.75079957434	251.03203419234612	
543000	-109335.75856946016	3.0	-109586.94541329442	251.18684383426867	
544000	-109344.55264028294	3.0	-109597.85293577559	253.3002954926534	
545000	-109343.75641547673	3.0	-109600.47225742134	256.7158419446066	
546000	-109331.6460305411	3.0	-109583.50521519638	251.85918465526706	
547000	-109337.25711582288	3.1	-109590.44500411637	253.1878882934822	
548000	-109336.39793177755	3.1	-109590.79147996884	254.39354819129505	
549000	-109335.1783620075	3.1	-109586.84311858212	251.66475657461746	
550000	-109342.94081552827	3.1	-109593.25732713092	250.31651160265176	
551000	-109356.15435043098	3.1	-109607.35026089616	251.19591046517576	
552000	-109358.07401531296	3.1	-109611.39121063212	253.3171953191619	
553000	-109359.78785130792	3.1	-109611.26775094816	251.47989964023384	
554000	-109340.74613037858	3.1	-109592.99355797151	252.247427592921	
555000	-109339.09304901528	3.1	-109591.46953910624	252.37649009095284	
556000	-109343.55598391911	3.1	-109596.52927532334	252.97329140423133	
557000	-109342.08053067439	3.1	-109595.47074146848	253.39021079409278	
558000	-109345.67773119551	3.1	-109596.47357241547	250.7958412199673	
559000	-109344.92770460254	3.1	-109600.01241898528	255.0847143827381	
560000	-109325.11458477986	3.1	-109580.09515010474	254.9805653248745	
561000	-109340.40765466321	3.1	-109594.40080156173	253.99314689851118	
562000	-109340.12291447025	3.1	-109591.81689944562	251.6939849753712	
563000	-109335.14133795931	3.1	-109588.59005266304	253.4487147037267	
564000	-109331.62420490374	3.1	-109583.49083373112	251.86662882737946	
565000	-109336.96311369263	3.1	-109590.92313834488	253.96002465224424	
566000	-109332.86184132572	3.1	-109588.18331371696	255.32147239124046	
567000	-109340.24886290726	3.2	-109591.32344690312	251.07458399586167	
568000	-109344.09417784825	3.2	-109596.33259475553	252.2384169072762	
569000	-109335.86039037508	3.2	-109590.59614449216	254.7357541170832	
570000	-109343.92190691264	3.2	-109596.50572886868	252.58382195603565	
571000	-109358.35595625793	3.2	-109610.55403463708	252.1980783791477	
572000	-109329.00051932823	3.2	-109583.42988828493	254.42936895670212	
573000	-109350.16799553034	3.2	-109599.27109778799	249.10310225764707	
574000	-109338.37462469091	3.2	-109591.13995555724	252.76533086633071	
575000	-109333.9129649505	3.2	-109584.78510558102	250.87214063050854	
576000	-109338.70993762881	3.2	-109594.33992664868	255.62998901986813	
577000	-109344.56013235833	3.2	-109597.2825102232	252.72237786487483	
578000	-109338.94307103923	3.2	-109589.65077069304	250.70769965380347	
579000	-109346.6345584415	3.2	-109599.22473345876	252.59017501725913	
580000	-109344.80784835307	3.2	-109595.77824413968	250.9703957866213	
581000	-109348.28779324023	3.2	-109601.08152620961	252.79373296938087	
582000	-109355.23920152835	3.2	-109608.55022478104	253.31102325267648	
583000	-109336.29663502428	3.2	-109590.9201332759	254.62349825162156	
584000	-109346.611436165	3.2	-109604.02512366069	257.4136874956913	
585000	-109340.27534792488	3.3	-109593.21316024598	252.93781232111073	
586000	-109342.74440972628	3.3	-109597.34851919346	254.60410946718304	
587000	-109340.78556763363	3.3	-109595.2632917794	254.47772414576337	
588000	-109335.0212004224	3.3	-109588.61117427802	253.58997385561273	
589000	-109338.71445806381	3.3	-109590.6280213786	251.91356331478818	
590000	-109345.08498847127	3.3	-109597.63083597337	252.54584750209906	
591000	-109338.360858986	3.3	-109593.36094352466	255.0000845386644	
592000	-109332.71055961974	3.3	-109587.2814232937	254.57086367395834	
593000	-109341.96257527267	3.3	-109595.71135933799	253.74878406532238	
594000	-109344.05311767252	3.3	-109594.696262152	250.64314447948206	
595000	-109349.42245336423	3.3	-109601.79522236639	252.37276900215832	
596000	-109336.83858014789	3.3	-109587.87417723682	251.03559708893533	
597000	-109331.30336709134	3.3	-109587.4773395968	256.17397250545713	
598000	-109329.7148258591	3.3	-109581.29552677413	251.58070091503063	
599000	-109336.45018313872	3.3	-109589.15047330165	252.70029016293827	
600000	-109341.54924680124	3.3	-109595.22580380784	253.6765570066065	
601000	-109344.60651645692	3.3	-109597.51607038053	252.90955392361508	
602000	-109344.1295935362	3.3	-109598.93238511914	254.80279158294618	
603000	-109345.52598865115	3.4	-109597.5632995278	252.03731087665665	
604000	-109351.10283155134	3.4	-109606.25956362383	255.15673207248713	
605000	-109355.33862075896	3.4	-109605.87165496417	250.53303420520967	
606000	-109349.579415751	3.4	-109604.57253108022	254.99311532922727	
607000	-109350.55944556587	3.4	-109604.42375409853	253.8643085326682	
608000	-109341.52660024696	3.4	-109594.61812454453	253.09152429757228	
609000	-109335.91648121779	3.4	-109586.63925346379	250.7227722459973	
610000	-109352.15417138174	3.4	-109603.16417086669	251.0099994849381	
611000	-109345.1640664486	3.4	-109600.35926479856	255.19519834996754	
612000	-109344.6355776924	3.4	-109597.91531512393	253.2797374315303	
613000	-109352.4858094632	3.4	-109603.97798106159	251.49217159838486	
614000	-109345.43531443104	3.4	-109598.23816365945	252.80284922841312	
615000	-109340.57549505937	3.4	-109593.26366679846	252.68817173908994	
616000	-109337.7799162884	3.4	-109589.22786757597	251.4479512875715	
617000	-109330.66610568907	3.4	-109585.0702940261	254.40418833702913	
618000	-109335.35977391277	3.4	-109589.91826569999	254.55849178722244	
619000	-109327.31146547948	3.4	-109578.61967892676	251.3082134472806	
620000	-109331.23535832416	3.5	-109583.96133460199	252.72597627783105	
621000	-109325.12497249559	3.5	-109577.12547418798	252.00050169239785	
622000	-109338.4615773385	3.5	-109589.68097324815	251.21939590964192	
623000	-109344.2477460702	3.5	-109594.29179170306	250.0440456328548	
624000	-109345.89298740368	3.5	-109596.51909765993	250.62611025624628	
625000	-109344.32335625224	3.5	-109600.65050991764	256.3271536654023	
626000	-109344.11670580324	3.5	-109596.07383123499	251.95712543174022	
627000	-109332.0498946993	3.5	-109584.02536109397	251.97546639466208	
628000	-109324.96997315729	3.5	-109577.55385694878	252.58388379148917	
629000	-109328.52349576277	3.5	-109580.36717562274	251.84367985996803	
630000	-109327.55841569179	3.5	-109582.14249637285	254.5840806810611	
631000	-109349.95630015135	3.5	-109600.59359651276	250.63729636141906	
632000	-109339.39652093271	3.5	-109592.96302982476	253.56650889205164	
633000	-109353.96042390142	3.5	-109604.49626053244	250.53583663102395	
634000	-109339.0634880651	3.5	-109589.56837998652	250.50489192141393	
635000	-109345.42204695623	3.5	-109597.20839012787	251.78634317164367	
636000	-109331.15436552974	3.5	-109584.1536900126	252.99932448285202	
637000	-109330.92781026463	3.5	-109584.28166194324	253.3538516785995	
638000	-109338.5872068011	3.5	-109587.98016979768	249.39296299658469	
639000	-109327.25820310196	3.6	-109583.93851968952	256.68031658755524	
640000	-109339.54135182837	3.6	-109595.40036268723	255.8590108588557	
641000	-109349.39234826411	3.6	-109601.7986346031	252.40628633899018	
642000	-109352.1849083994	3.6	-109604.51147845082	252.32657005141172	
643000	-109350.9936174479	3.6	-109604.43885639671	253.44523894880956	
644000	-109357.50489886913	3.6	-109611.57404928636	254.06915041722573	
645000	-109350.61510743982	3.6	-109602.56579095186	251.95068351204694	
646000	-109351.73387879507	3.6	-109603.64225922778	251.90838043270927	
647000	-109342.37804051519	3.6	-109596.82128315643	254.443242641242	
648000	-109339.3324025561	3.6	-109591.70969341509	252.377290858985	
649000	-109341.84681760089	3.6	-109594.16605665168	252.31923905078483	
650000	-109333.84849773593	3.6	-109587.53859631204	253.69009857610436	
651000	-109346.01555681806	3.6	-109596.67691081554	250.66135399748043	
652000	-109334.71320370393	3.6	-109588.86380211113	254.15059840720173	
653000	-109339.37075774382	3.6	-109594.31351520238	254.94275745856098	
654000	-109341.21817683766	3.6	-109592.72108893724	251.50291209957146	
655000	-109336.10150389011	3.7	-109591.2461206649	255.14461677478616	
656000	-109345.06564729949	3.7	-109596.59292900149	251.5272817020017	
657000	-109340.38243331312	3.7	-109591.39878751716	251.01635420403278	
658000	-109336.51129572887	3.7	-109590.17418936366	253.6628936347921	
659000	-109347.48754803567	3.7	-109598.97204238905	251.48449435338836	
660000	-109334.65617137689	3.7	-109588.433826581	253.77765520409935	
661000	-109332.61717144649	3.7	-109586.22784328912	253.61067184263248	
662000	-109336.30884880891	3.7	-109591.93411742903	255.62526862011262	
663000	-109336.33770333938	3.7	-109589.16242481234	252.82472147296386	
664000	-109335.48779076785	3.7	-109584.61844520019	249.13065443235232	
665000	-109345.2446306726	3.7	-109599.25654665168	254.011915979081	
666000	-109349.32774970302	3.7	-109602.2054245455	252.8776748424657	
667000	-109350.84777436151	3.7	-109602.59253726898	251.74476290748032	
668000	-109340.50460797847	3.7	-109593.4856081133	252.98100013483332	
669000	-109350.25720812104	3.7	-109604.52511724934	254.2679091283119	
670000	-109345.22649323118	3.8	-109600.25022707495	255.0237338437663	
671000	-109336.27334290654	3.8	-109591.28249310811	255.00915020157146	
672000	-109343.41049652049	3.8	-109596.18266139847	252.77216487798134	
673000	-109332.9951240876	3.8	-109586.04807518121	253.0529510936119	
674000	-109342.52536303851	3.8	-109592.93056391728	250.40520087877556	
675000	-109349.27936441287	3.8	-109602.00144340837	252.72207899550202	
676000	-109345.48286226744	3.8	-109599.5809698024	254.0981075349597	
677000	-109341.91993873005	3.8	-109594.82267180271	252.90273307267037	
678000	-109343.10381839883	3.8	-109595.37435973772	252.2705413388853	
679000	-109345.56824598527	3.8	-109597.00766323117	251.43941724589766	
680000	-109339.7612106149	3.8	-109593.58427311595	253.8230625010461	
681000	-109346.23924361216	3.8	-109598.12012897026	251.88088535809325	
682000	-109353.7301334516	3.8	-109604.76520421956	251.0350707679577	
683000	-109332.20307223554	3.8	-109585.4993713015	253.29629906595645	
684000	-109335.8063702161	3.8	-109588.85648929051	253.0501190744106	
685000	-109346.16686098646	3.8	-109603.47590896633	257.3090479798754	
686000	-109337.37287402344	3.8	-109589.43946877541	252.06659475198038	
687000	-109348.28227023657	3.8	-109601.93540994033	253.6531397037615	
688000	-109342.99877137493	3.9	-109596.27643008743	253.27765871249073	
689000	-109341.629644331	3.9	-109593.97164204744	252.3419977164511	
690000	-109334.70972412499	3.9	-109590.07004920681	255.36032508183177	
691000	-109333.94445383064	3.9	-109589.9333934798	255.98893964915868	
692000	-109345.65700249156	3.9	-109598.30822862619	252.65122613463507	
693000	-109352.21087515858	3.9	-109605.04638900823	252.83551384964963	
694000	-109350.65290005403	3.9	-109607.69731552654	257.0444154725142	
695000	-109347.84339518228	3.9	-109603.01932128122	255.17592609893236	
696000	-109357.7458123785	3.9	-109609.2105876352	251.46477525669908	
697000	-109337.08748631572	3.9	-109589.90917764606	252.82169133033415	
698000	-109337.42638481778	3.9	-109590.88538062316	253.45899580538207	
699000	-109336.8280734734	3.9	-109594.42832404895	257.60025057554867	
700000	-109350.55989899447	3.9	-109601.95549477998	251.39559578551345	
701000	-109344.59340712927	4.0	-109594.62577981049	250.03237268121643	
702000	-109344.68447448041	4.0	-109595.71908475853	251.03461027811178	
703000	-109342.12079087316	4.0	-109592.50685625502	250.38606538185834	
704000	-109359.46140653541	4.0	-109606.54698887507	247.08558233965041	
705000	-109328.5042532422	4.0	-109583.17750630438	254.67325306217649	
706000	-109330.4416219159	4.0	-109584.59252717234	254.1509052564344	
707000	-109327.86382001197	4.0	-109580.81906955595	252.95524954396805	
708000	-109341.84196789836	4.0	-109595.10446110368	253.2624932053112	
709000	-109351.5517968896	4.0	-109604.85930589249	253.30750900288567	
710000	-109343.32660080257	4.0	-109596.36315004501	253.03654924243946	
711000	-109327.38941573021	4.0	-109582.03641066658	254.64699493637303	
712000	-109345.88061338269	4.0	-109600.09092399671	254.21031061402405	
713000	-109348.15908494906	4.0	-109598.1772652658	250.0181803167348	
714000	-109342.771316736	4.0	-109594.06473340877	251.2934166727714	
715000	-109353.64123990605	4.0	-109606.00073192932	252.35949202326603	
716000	-109345.47892312794	4.0	-109601.1515805577	255.67265742975567	
717000	-109339.12890420143	4.1	-109592.91125995488	253.7823557534522	
718000	-109338.34082862103	4.1	-109590.31181144617	251.97098282513917	
719000	-109335.97670863978	4.1	-109589.83450455067	253.8577959109023	
720000	-109338.08732733154	4.1	-109590.32905886885	252.2417315373131	
721000	-109349.44704996786	4.1	-109603.02299296248	253.5759429946162	
722000	-109342.81882465383	4.1	-109598.20768313894	255.3888584851084	
723000	-109338.18449812107	4.1	-109590.9521371303	252.76763900922103	
724000	-109345.63913464909	4.1	-109600.77686280273	255.13772815364027	
725000	-109335.02885585118	4.1	-109588.49883275505	253.46997690386414	
726000	-109344.464053229	4.1	-109597.9985392128	253.5344859837874	
727000	-109341.30092517349	4.1	-109593.71008322242	252.409158048938	
728000	-109349.28530477048	4.1	-109601.98119195542	252.6958871849333	
729000	-109355.73632529052	4.1	-109609.81012511124	254.07379982071728	
730000	-109350.68378908826	4.2	-109604.42006974816	253.7362806598914	
731000	-109342.20762014302	4.2	-109593.22349510423	251.0158749612139	
732000	-109338.63964458866	4.2	-109591.28561594793	252.64597135926013	
733000	-109338.67846015438	4.2	-109590.94293770514	252.2644775507714	
734000	-109331.06572072685	4.2	-109585.58947547496	254.52375474810486	
735000	-109344.11334512992	4.2	-109597.60224240505	253.48889727511423	
736000	-109351.77967960216	4.2	-109608.94910388127	257.1694242791174	
737000	-109344.27237634339	4.2	-109594.85299574152	250.58061939812487	
738000	-109351.66937115722	4.2	-109602.77988230658	251.11051114936785	
739000	-109341.79349961098	4.2	-109592.57440594818	250.7809063371977	
740000	-109337.41322572435	4.2	-109589.71340155265	252.30017582830314	
741000	-109337.76295116541	4.2	-109587.56386958288	249.80091841747168	
742000	-109338.88070865691	4.2	-109588.9643763012	250.08366764428723	
743000	-109341.07340387789	4.2	-109590.47464285164	249.40123897374139	
744000	-109338.43019665724	4.2	-109589.33293380558	250.90273714833333	
745000	-109340.01080965482	4.3	-109592.97858463612	252.96777498129623	
746000	-109353.31055266286	4.3	-109606.03141097433	252.72085831147282	
747000	-109347.7201707675	4.3	-109599.13744641733	251.41727564983228	
748000	-109345.79386733622	4.3	-109596.46756038473	250.67369304850587	
749000	-109351.54959985995	4.3	-109604.48554625893	252.93594639898646	
750000	-109329.12331264837	4.3	-109582.20667966291	253.0833670145323	
751000	-109328.2033411192	4.3	-109579.07288371626	250.86954259706647	
752000	-109333.49374552259	4.3	-109586.99703153316	253.50328601056893	
753000	-109327.8596301835	4.3	-109581.15813175669	253.29850157318882	
754000	-109329.50307058914	4.3	-109581.06929098775	251.56622039861386	
755000	-109338.85007296932	4.3	-109592.6645511209	253.81447815159012	
756000	-109343.66079364851	4.3	-109595.82603469174	252.1652410432266	
757000	-109347.75564150407	4.3	-109599.04523859436	251.2895970902969	
758000	-109339.54844750863	4.3	-109591.66922159231	252.12077408368782	
759000	-109334.30875828133	4.4	-109588.60799839602	254.29924011469734	
760000	-109346.1294256075	4.4	-109599.23195828796	253.10253268045335	
761000	-109348.01784253771	4.4	-109602.0922379734	254.07439543569154	
762000	-109353.14847252118	4.4	-109607.0316729306	253.8832004094291	
763000	-109342.26844523082	4.4	-109593.46055894702	251.19211371619593	
764000	-109340.59828669297	4.4	-109591.03518126834	250.43689457536482	
765000	-109340.30008062586	4.4	-109593.06231622864	252.7622356027785	
766000	-109330.08557298077	4.4	-109583.56892664763	253.48335366685245	
767000	-109329.14377417535	4.4	-109582.07033800178	252.92656382642605	
768000	-109343.3295183053	4.4	-109592.52622224178	249.19670393648576	
769000	-109330.32038710717	4.4	-109588.6161180172	258.29573091003306	
770000	-109334.23524889308	4.4	-109587.02246501407	252.7872161209963	
771000	-109334.4386339661	4.5	-109587.26668783512	252.8280538690183	
772000	-109325.98100479651	4.5	-109580.52297218898	254.54196739246572	
773000	-109335.4858501864	4.5	-109588.58301628732	253.09716610092224	
774000	-109334.35675488936	4.5	-109585.75855439258	251.40179950322198	
775000	-109343.66588771995	4.5	-109598.48985271013	254.82396499017528	
776000	-109346.3178567252	4.5	-109599.0733737122	252.7555169870022	
777000	-109333.11415708611	4.5	-109584.31370839593	251.199551309822	
778000	-109329.45287637811	4.5	-109585.72492308002	256.2720467019082	
779000	-109332.06168040556	4.5	-109584.53112106012	252.4694406545576	
780000	-109332.83961437205	4.5	-109585.8349089824	252.99529461035652	
781000	-109336.54972851738	4.5	-109589.46397710356	252.91424858618458	
782000	-109343.08402699241	4.5	-109594.38212892337	251.29810193095955	
783000	-109354.64284784996	4.5	-109607.07016886947	252.42732101951552	
784000	-109347.42185546468	4.5	-109601.08647825109	253.6646227864119	
785000	-109331.93153432354	4.6	-109587.83575421752	255.90421989399	
786000	-109342.29818894027	4.6	-109593.54611467992	251.24792573965266	
787000	-109337.2705875239	4.6	-109590.25018774832	252.97960022441535	
788000	-109340.21523202189	4.6	-109590.93968113804	250.7244491161487	
789000	-109341.40004537259	4.6	-109592.35575785174	250.95571247914748	
790000	-109331.57383351898	4.6	-109587.32208558555	255.74825206656465	
791000	-109338.5234743852	4.6	-109591.98375541755	253.4602810323485	
792000	-109333.29463974132	4.6	-109584.1651319006	250.87049215928923	
793000	-109353.34940016126	4.6	-109606.09815506283	252.74875490158203	
794000	-109344.3669740639	4.6	-109596.30915390459	251.94217984067822	
795000	-109338.88481341337	4.6	-109588.43204243506	249.5472290216801	
796000	-109335.75095191899	4.6	-109590.61971807189	254.8687661528985	
797000	-109336.31314725622	4.6	-109586.83959139232	250.52644413608513	
798000	-109334.72869603899	4.6	-109586.08947760769	251.3607815687004	
799000	-109341.57323165314	4.7	-109592.29389041309	250.7206587599504	
800000	-109347.45369072976	4.7	-109597.93677003896	250.48307930919688	
801000	-109338.38203358439	4.7	-109591.09289794511	252.71086436071673	
802000	-109340.6579257461	4.7	-109591.39302736401	250.73510161792177	
803000	-109331.43687477894	4.7	-109585.38236343225	253.9454886533061	
804000	-109331.23194764045	4.7	-109582.42647727218	251.19452963172978	
805000	-109330.93374224576	4.7	-109581.77161866508	250.83787641931332	
806000	-109336.46622935445	4.7	-109588.73954485697	252.27331550251265	
807000	-109331.14500429819	4.7	-109584.82672717985	253.68172288166187	
808000	-109349.31117473374	4.7	-109602.55183594154	253.24066120781072	
809000	-109334.33364943486	4.8	-109584.76998149056	250.43633205570816	
810000	-109326.18298579582	4.8	-109580.66459419018	254.48160839436113	
811000	-109339.53091941659	4.8	-109592.98855499896	253.4576355823698	
812000	-109335.87558367683	4.8	-109588.57175891413	252.69617523730147	
813000	-109334.58569346952	4.8	-109589.69331624355	255.10762277403242	
814000	-109340.09819904348	4.8	-109596.51883988664	256.42064084315865	
815000	-109351.197197255	4.8	-109601.65720941973	250.46001216473937	
