Sample	posterior	ESS(posterior)	likelihood	prior	
816000	-109341.88305769088	4.8	-109597.37823223008	255.49517453919847	
817000	-109345.31701722856	4.8	-109597.2872572638	251.9702400352427	
818000	-109358.97696135816	4.8	-109609.98089005442	251.003928696256	
819000	-109338.60548330656	4.8	-109594.54932080081	255.94383749426137	
820000	-109348.41090726726	4.8	-109603.07703159798	254.6661243307123	
821000	-109345.5384951868	4.8	-109600.27523725896	254.7367420721606	
822000	-109268.06334106844	4.8	-109519.531799076	251.46845800755466	
823000	-109237.88667915574	4.9	-109491.45446276419	253.56778360845007	
824000	-109231.39451126028	4.9	-109487.43788658052	256.04337532024164	
825000	-109211.2514973655	4.9	-109464.78234610012	253.530848734623	
826000	-109212.53897661371	4.9	-109466.99459120647	254.45561459275825	
827000	-109212.17318838673	4.9	-109467.508666724	255.33547833726237	
828000	-109217.21714573845	4.9	-109473.41163233752	256.1944865990646	
829000	-109209.64742399534	4.9	-109464.70001658305	255.05259258772244	
830000	-109217.49340926713	4.9	-109469.4566297847	251.96322051756658	
831000	-109210.46238381433	4.9	-109464.20492820471	253.7425443903777	
832000	-109224.12733873591	4.9	-109478.37513409495	254.2477953590443	
833000	-109224.80393272032	5.0	-109477.91360550874	253.10967278843574	
834000	-109220.07371913879	5.0	-109472.3454621935	252.27174305471036	
835000	-109215.11396505762	5.0	-109466.94246176265	251.82849670502574	
836000	-109217.748299501	5.0	-109471.13723205158	253.38893255057755	
837000	-109224.04631457073	5.0	-109476.50527223892	252.45895766819265	
838000	-109203.95063789905	5.0	-109457.25624626361	253.30560836457144	
839000	-109206.69460614011	5.0	-109461.39288132997	254.69827518986455	
840000	-109216.44134477613	5.0	-109468.4607089732	252.01936419707093	
841000	-109219.25378494863	5.0	-109474.48507681464	255.23129186601653	
842000	-109223.92602158077	5.0	-109477.99667315114	254.0706515703605	
843000	-109227.22973267816	5.0	-109481.146413	253.91668032183344	
844000	-109222.84497597425	5.0	-109478.36908973106	255.5241137568088	
845000	-109223.19633900806	5.1	-109478.71429774398	255.51795873591414	
846000	-109222.62648348557	5.1	-109473.81033167169	251.1838481861242	
847000	-109227.97851985796	5.1	-109480.25364867678	252.2751288188132	
848000	-109231.0035723292	5.1	-109485.95071898664	254.94714665745343	
849000	-109220.15728394789	5.1	-109473.96278824416	253.80550429625978	
850000	-109204.57615614733	5.1	-109461.2721548574	256.6959987100646	
851000	-109211.00331110095	5.1	-109465.98346134744	254.98015024648382	
852000	-109218.56117371432	5.1	-109471.64522423163	253.08405051731003	
853000	-109224.47789098759	5.1	-109477.9481822551	253.47029126751497	
854000	-109211.77929906329	5.1	-109466.09105387128	254.3117548079945	
855000	-109222.80456350638	5.1	-109477.76069704838	254.9561335419967	
856000	-109226.71476393046	5.1	-109479.15387183582	252.43910790536054	
857000	-109223.0975709523	5.2	-109475.14325760902	252.0456866567166	
858000	-109219.39330971507	5.2	-109475.02393369786	255.6306239827849	
859000	-109224.5630217482	5.2	-109479.00442367402	254.44140192581946	
860000	-109224.90193489887	5.2	-109476.03950610771	251.13757120885523	
861000	-109218.27196570789	5.2	-109474.73120092774	256.45923521984986	
862000	-109211.80160323046	5.2	-109466.09597605126	254.2943728208061	
863000	-109219.56750659125	5.2	-109471.19090754338	251.62340095212534	
864000	-109217.5491715061	5.2	-109472.66108171063	255.11191020451844	
865000	-109221.68495905916	5.2	-109476.04874873419	254.36378967503674	
866000	-109223.27252113182	5.2	-109475.95515134085	252.6826302090284	
867000	-109222.69715495371	5.2	-109478.85213277723	256.1549778235268	
868000	-109229.52352078499	5.2	-109483.55870373179	254.03518294679685	
869000	-109223.02322406044	5.3	-109477.09010985297	254.0668857925341	
870000	-109215.37713494232	5.3	-109468.80347703837	253.4263420960466	
871000	-109225.65936236552	5.3	-109479.68841014811	254.02904778259207	
872000	-109217.08223685366	5.3	-109470.9549777608	253.87274090714092	
873000	-109230.62467150117	5.3	-109485.13886160245	254.5141901012781	
874000	-109217.22496456266	5.3	-109472.47871979779	255.25375523512835	
875000	-109208.79021144923	5.3	-109462.53943199186	253.74922054262848	
876000	-109205.17716665872	5.3	-109460.84314258886	255.66597593014086	
877000	-109213.05552920098	5.3	-109468.63118971424	255.57566051326484	
878000	-109223.8003699946	5.3	-109478.42984569694	254.62947570234087	
879000	-109209.72515015777	5.4	-109466.10313348386	256.3779833260945	
880000	-109217.69381088986	5.4	-109473.55536045796	255.861549568094	
881000	-109225.88133200389	5.4	-109480.23162239257	254.35029038867896	
882000	-109213.77315776893	5.4	-109470.35465638583	256.5814986168963	
883000	-109227.61882793295	5.4	-109481.91133999027	254.29251205732118	
884000	-109234.9815665845	5.4	-109489.24196763925	254.26040105474738	
885000	-109230.42159578191	5.4	-109481.39710292111	250.97550713919347	
886000	-109217.45993671377	5.4	-109472.72519465351	255.2652579397389	
887000	-109226.2982846805	5.4	-109480.08969441167	253.79140973116725	
888000	-109217.5719960102	5.4	-109472.13216173468	254.5601657244863	
889000	-109210.46415128531	5.4	-109465.61675304899	255.15260176367866	
890000	-109210.8577511448	5.4	-109465.84681205389	254.98906090910015	
891000	-109223.7792310042	5.4	-109479.6681151695	255.8888841652929	
892000	-109230.79456372217	5.4	-109484.1133009022	253.31873718003598	
893000	-109238.70293705804	5.4	-109492.65422484811	253.95128779007325	
894000	-109222.33234887583	5.4	-109476.42652506445	254.0941761886221	
895000	-109225.29544823435	5.4	-109481.52042175453	256.2249735201763	
896000	-109231.4182675457	5.5	-109484.71883996647	253.30057242077817	
897000	-109232.30513699006	5.5	-109484.63669333345	252.3315563433879	
898000	-109219.84748645975	5.5	-109474.31614997894	254.46866351919147	
899000	-109223.1442902963	5.5	-109475.98727870332	252.84298840702488	
900000	-109210.74297271245	5.5	-109466.296947052	255.55397433955645	
901000	-109210.5312252947	5.5	-109462.71290052238	252.18167522768098	
902000	-109210.52642824699	5.5	-109464.98896028216	254.46253203517543	
903000	-109211.08681434926	5.5	-109460.65222940793	249.56541505867108	
904000	-109205.9751061973	5.5	-109462.87890532344	256.9037991261467	
905000	-109209.62223894992	5.5	-109463.91931381375	254.29707486383057	
906000	-109219.81082696126	5.5	-109473.5374690429	253.72664208164167	
907000	-109221.45214411944	5.5	-109472.38272133973	250.93057722028712	
908000	-109214.79854412097	5.5	-109469.00246306523	254.20391894425433	
909000	-109226.35233575157	5.6	-109479.57753380714	253.22519805557937	
910000	-109228.62972163723	5.6	-109483.68245752729	255.05273589005273	
911000	-109224.27004939267	5.6	-109475.78545366917	251.51540427650576	
912000	-109209.45666765186	5.6	-109462.20149852271	252.74483087085486	
913000	-109211.3632449102	5.6	-109463.6086046035	252.245359693308	
914000	-109214.02936513996	5.6	-109466.03665913417	252.00729399421402	
915000	-109217.40255797128	5.6	-109468.88888304013	251.48632506885065	
916000	-109229.266280601	5.6	-109483.7824771208	254.51619651979095	
917000	-109216.91088047424	5.6	-109473.16312132294	256.25224084869427	
918000	-109215.35566831254	5.6	-109469.44228299793	254.08661468538787	
919000	-109214.5585536548	5.6	-109466.05855906292	251.50000540811737	
920000	-109215.27133945322	5.6	-109473.21186299928	257.9405235460514	
921000	-109219.74168292097	5.6	-109472.80956671634	253.06788379536744	
922000	-109216.6431369098	5.6	-109470.61273567275	253.9695987629501	
923000	-109221.11027858329	5.6	-109475.83023124824	254.71995266495202	
924000	-109226.92988817886	5.6	-109479.11564010209	252.18575192322692	
925000	-109227.71253776424	5.6	-109482.53806239074	254.8255246265054	
926000	-109223.12658654878	5.6	-109479.11580090382	255.98921435503968	
927000	-109217.45441804304	5.6	-109472.69403567018	255.23961762714163	
928000	-109223.44625741463	5.6	-109478.52968541648	255.08342800184835	
929000	-109224.03086417285	5.7	-109478.52267099926	254.49180682641412	
930000	-109218.43898877082	5.7	-109472.4331954999	253.99420672907672	
931000	-109218.06276744364	5.7	-109471.3772033584	253.31443591476247	
932000	-109221.40778351224	5.7	-109478.53873710799	257.1309535957441	
933000	-109222.04839650718	5.7	-109479.61320421526	257.56480770809065	
934000	-109229.03761433715	5.7	-109484.85794329694	255.82032895978745	
935000	-109228.27065073744	5.7	-109482.04071899259	253.77006825514835	
936000	-109232.14018133389	5.7	-109485.79087320012	253.6506918662299	
937000	-109230.45175416187	5.7	-109483.33655787268	252.8848037108165	
938000	-109226.7786314517	5.7	-109479.33806705331	252.55943560161248	
939000	-109233.59782618712	5.7	-109483.81366245194	250.21583626482595	
940000	-109229.45951819816	5.7	-109486.45101010843	256.99149191027664	
941000	-109235.99724230035	5.7	-109489.84066637454	253.84342407419564	
942000	-109232.40441635734	5.7	-109484.78687190179	252.38245554444026	
943000	-109226.39354319562	5.7	-109479.15985064088	252.7663074452648	
944000	-109223.92905065828	5.7	-109477.72650542091	253.79745476264276	
945000	-109220.73634790814	5.7	-109474.77605667833	254.0397087701903	
946000	-109222.00984743627	5.7	-109475.28725027549	253.2774028392197	
947000	-109214.42901158366	5.7	-109469.21703206963	254.78802048597564	
948000	-109218.3991265461	5.7	-109473.99919443861	255.60006789251247	
949000	-109217.054735447	5.8	-109472.06477269484	255.0100372478277	
950000	-109219.38796585196	5.8	-109471.180011156	251.79204530404107	
951000	-109217.15086032143	5.8	-109471.64461390577	254.49375358433224	
952000	-109209.57053636975	5.8	-109467.26824393317	257.69770756342274	
953000	-109205.84073118595	5.8	-109459.88991243822	254.04918125226885	
954000	-109221.64580238507	5.8	-109474.69162738265	253.04582499757475	
955000	-109222.2925521193	5.8	-109473.7154210692	251.42286894989257	
956000	-109211.87159020465	5.8	-109466.52420819983	254.65261799517756	
957000	-109211.36057145246	5.8	-109466.98550330279	255.62493185032028	
958000	-109217.06370527585	5.8	-109469.48471368541	252.42100840955985	
959000	-109213.42565626925	5.8	-109467.10933520366	253.68367893440188	
960000	-109224.73802736924	5.8	-109479.22988812646	254.49186075721306	
961000	-109228.0277106167	5.8	-109482.8465973727	254.8188867559952	
962000	-109224.16873918248	5.8	-109477.79228848408	253.6235493015958	
963000	-109211.32674744274	5.8	-109466.21626911878	254.88952167603816	
964000	-109204.97172782796	5.8	-109460.05152775199	255.07979992402628	
965000	-109210.00388604566	5.8	-109463.04286602819	253.038979982531	
966000	-109216.73770782312	5.8	-109472.5035581257	255.7658503025751	
967000	-109205.42994711587	5.8	-109459.58552645943	254.15557934355903	
968000	-109210.49203183406	5.8	-109463.97152049234	253.47948865827976	
969000	-109218.5179358717	5.8	-109471.47586684408	252.95793097237498	
970000	-109216.0250358415	5.8	-109471.00294613474	254.97791029323005	
971000	-109222.85336967971	5.8	-109476.18486075889	253.33149107917993	
972000	-109210.44397565327	5.9	-109465.39675391986	254.95277826659066	
973000	-109212.40213100066	5.9	-109465.97409651299	253.57196551232883	
974000	-109208.68092480338	5.9	-109463.58818378413	254.90725898075013	
975000	-109215.47284999896	5.9	-109468.92569198472	253.45284198576294	
976000	-109211.33733778061	5.9	-109465.75379951636	254.41646173574284	
977000	-109216.82384810442	5.9	-109471.73813190791	254.91428380348745	
978000	-109216.31977580789	5.9	-109468.87285048534	252.55307467744186	
979000	-109222.31772324172	5.9	-109475.23398852105	252.9162652793299	
980000	-109240.20655796227	5.9	-109488.2528899999	248.04633203763328	
981000	-109230.51385712571	5.9	-109484.50967268487	253.99581555916237	
982000	-109238.8957529814	5.9	-109492.3336295548	253.43787657340127	
983000	-109218.87095295309	5.9	-109473.62339987546	254.75244692237405	
984000	-109212.12370675748	5.9	-109466.959314882	254.83560812451205	
985000	-109211.66667208176	5.9	-109466.98638660315	255.31971452139427	
986000	-109215.89610906478	5.9	-109467.90361560053	252.00750653575636	
987000	-109224.94586674773	5.9	-109480.54820361218	255.60233686444818	
988000	-109214.85679397348	5.9	-109469.44807042158	254.59127644810835	
989000	-109212.56319319751	5.9	-109466.88645853811	254.323265340596	
990000	-109216.63036304331	5.9	-109471.62686953231	254.99650648900317	
991000	-109220.06310657694	5.9	-109474.20525020898	254.14214363204061	
992000	-109227.87764457123	5.9	-109480.42730077512	252.54965620388833	
993000	-109218.23065131142	5.9	-109476.66193071846	258.43127940704966	
994000	-109220.61953142779	5.9	-109474.49181145224	253.87228002446113	
995000	-109216.62684702587	5.9	-109470.45583972825	253.8289927023935	
996000	-109219.59367024127	5.9	-109474.93422924224	255.34055900096772	
997000	-109225.05105484217	5.9	-109479.00050242885	253.9494475866828	
998000	-109235.05769694406	5.9	-109486.58111012631	251.52341318225277	
999000	-109224.41587240857	5.9	-109477.52531710744	253.1094446988714	
1000000	-109231.04453117064	5.9	-109484.99035445915	253.94582328850245	
1001000	-109227.89513446714	5.9	-109484.3942892562	256.49915478907184	
1002000	-109241.90995969002	5.9	-109493.33464895218	251.42468926216574	
1003000	-109234.08405266056	5.9	-109489.99727016136	255.91321750079115	
1004000	-109240.52000274921	5.9	-109491.4706530215	250.9506502722895	
1005000	-109247.66897944345	5.9	-109499.82675341766	252.15777397420328	
1006000	-109238.23717956309	5.9	-109488.57376971064	250.3365901475413	
1007000	-109231.517403151	5.9	-109485.19632504309	253.6789218920872	
1008000	-109228.55695822049	5.9	-109483.4182184611	254.86126024060192	
1009000	-109236.53079424592	6.0	-109491.35267987411	254.82188562818365	
1010000	-109247.48910118545	6.0	-109499.59498352688	252.10588234143356	
1011000	-109233.60796752304	6.0	-109489.13805347812	255.5300859550774	
1012000	-109237.91864057966	6.0	-109490.4391811312	252.52054055152888	
1013000	-109223.91824167286	6.0	-109477.11519576987	253.19695409702138	
1014000	-109237.61508228596	6.0	-109492.1738231477	254.55874086174666	
1015000	-109258.78566600457	6.0	-109509.53695533209	250.75128932753367	
1016000	-109247.1480758205	6.0	-109498.41114211312	251.26306629262413	
1017000	-109239.00381981352	6.0	-109491.64377628895	252.6399564754439	
1018000	-109226.5380854771	6.0	-109483.7365177845	257.1984323073928	
1019000	-109226.95214307486	6.0	-109482.08832273637	255.13617966151	
1020000	-109233.40647617643	6.0	-109484.10703607628	250.70055989985488	
1021000	-109223.42957440617	6.0	-109474.71114375	251.28156934383392	
1022000	-109225.11067936537	6.0	-109476.33596580954	251.2252864441708	
1023000	-109223.03058458591	6.0	-109478.6576685769	255.62708399098528	
1024000	-109216.61665837375	6.0	-109469.17795542865	252.56129705490432	
1025000	-109223.17155670004	6.0	-109475.00170422325	251.8301475232174	
1026000	-109241.8547420142	6.0	-109493.6449995242	251.79025750999438	
1027000	-109223.03403399407	6.0	-109475.79916076505	252.76512677096662	
1028000	-109223.32295003165	6.0	-109471.63470421844	248.31175418678097	
1029000	-109233.02463220981	6.0	-109483.72416140896	250.6995291991548	
1030000	-109211.34904997287	6.0	-109465.57884998049	254.2298000076196	
1031000	-109222.79092673164	6.0	-109480.19474381227	257.4038170806269	
1032000	-109219.03005911695	6.0	-109475.04852934473	256.01847022777724	
1033000	-109221.77657454897	6.0	-109479.87154689514	258.09497234617055	
1034000	-109223.91792561047	6.0	-109474.92617036504	251.00824475457236	
1035000	-109210.20154028204	6.0	-109463.18283809513	252.9812978131009	
1036000	-109206.5648575267	6.0	-109457.72372986053	251.1588723338384	
1037000	-109200.53218601589	6.0	-109454.53971724924	254.00753123335306	
1038000	-109218.75096509627	6.0	-109471.86830578698	253.11734069069868	
1039000	-109222.64611865103	6.0	-109470.66878360839	248.02266495736603	
1040000	-109223.02564113538	6.0	-109477.22850829491	254.20286715952994	
1041000	-109209.8845641448	6.0	-109464.37904978514	254.4944856403385	
1042000	-109210.15009863606	6.0	-109464.34123318759	254.1911345515258	
1043000	-109210.22205200467	6.0	-109463.33460060264	253.11254859796742	
1044000	-109217.59670486675	6.0	-109471.74598789217	254.14928302540977	
1045000	-109226.4114867773	6.0	-109474.45506199726	248.04357521995342	
1046000	-109204.99738891219	6.0	-109459.57563855941	254.5782496472221	
1047000	-109211.58948794748	6.0	-109465.2576494541	253.6681615066222	
1048000	-109212.60802786099	6.0	-109466.65568000662	254.04765214562903	
1049000	-109212.40645286997	6.0	-109467.43057167258	255.0241188026185	
1050000	-109217.52739082015	6.0	-109471.4745154272	253.9471246070391	
1051000	-109235.10323216453	6.0	-109483.5469225655	248.44369040095927	
1052000	-109216.59456961336	6.0	-109472.71198064985	256.11741103649695	
1053000	-109223.96761648059	6.0	-109476.41368046825	252.4460639876581	
1054000	-109211.88990987667	6.0	-109465.25493268673	253.36502281005536	
1055000	-109213.12265072502	6.0	-109467.6094408245	254.48679009947443	
1056000	-109207.73889058291	6.0	-109461.22962457412	253.49073399120766	
1057000	-109211.92610918378	6.0	-109466.91532213864	254.9892129548538	
1058000	-109222.15229522952	6.0	-109476.49400289104	254.34170766151684	
1059000	-109211.09538650539	6.0	-109467.85864246113	256.7632559557324	
1060000	-109222.93951010873	6.0	-109477.45760037129	254.5180902625555	
1061000	-109232.71788569094	6.0	-109487.7960839303	255.07819823935824	
1062000	-109216.06933385543	6.0	-109469.20586563696	253.13653178153797	
1063000	-109206.02971634582	6.0	-109462.12292837558	256.09321202975985	
1064000	-109218.55024084054	6.0	-109471.43937522624	252.88913438569537	
1065000	-109223.31974695603	6.0	-109475.27980554278	251.96005858675997	
1066000	-109221.70062113748	6.0	-109473.11104225962	251.41042112213873	
1067000	-109221.00770685734	6.0	-109473.46489147608	252.457184618732	
1068000	-109217.22610479273	6.0	-109470.35226381198	253.1261590192473	
1069000	-109229.17994424269	6.0	-109485.1069489698	255.9270047271175	
1070000	-109223.00164511123	6.0	-109474.59029270557	251.58864759434195	
1071000	-109212.72803210041	6.0	-109469.50198740017	256.7739552997602	
1072000	-109218.87144678943	6.0	-109473.73337780598	254.86193101655653	
1073000	-109225.61749777857	6.0	-109481.22426810788	255.60677032930448	
1074000	-109222.73461600648	6.0	-109478.46404478695	255.72942878047542	
1075000	-109221.95885851467	6.0	-109476.64391768261	254.6850591679348	
1076000	-109214.5905748312	6.0	-109469.84242066009	255.25184582888886	
1077000	-109211.10494181275	6.0	-109466.17281079908	255.06786898632032	
1078000	-109210.0790719848	6.0	-109462.90436000237	252.82528801757547	
1079000	-109231.61603423601	6.0	-109483.28006963132	251.66403539531635	
1080000	-109234.52470393013	6.0	-109488.50102076995	253.9763168398249	
1081000	-109240.1116807777	6.0	-109492.15721061834	252.0455298406388	
1082000	-109228.33498415214	6.0	-109480.35691524456	252.0219310924155	
1083000	-109224.10693759631	6.0	-109479.60674261455	255.4998050182357	
1084000	-109222.18062004115	6.0	-109477.323051144	255.14243110285628	
1085000	-109212.73638252894	6.0	-109468.96628312855	256.2299005996226	
1086000	-109225.43440191298	6.0	-109477.96583892839	252.53143701541455	
1087000	-109219.76384620166	6.0	-109473.52641210135	253.7625658996859	
1088000	-109212.72256173295	6.0	-109467.98292269967	255.26036096671908	
1089000	-109212.73056853583	6.0	-109467.26389988547	254.53333134964095	
1090000	-109216.8631313998	6.0	-109470.75930108792	253.89616968811612	
1091000	-109219.84437123525	6.0	-109472.99969210662	253.15532087136808	
1092000	-109224.63252585681	6.0	-109477.78746594879	253.15494009198082	
1093000	-109217.54315183965	6.0	-109472.84631474916	255.30316290950518	
1094000	-109226.35379801154	6.0	-109480.43572023202	254.08192222048692	
1095000	-109215.48202794904	6.0	-109471.51206017208	256.0300322230495	
1096000	-109223.85063593464	6.0	-109480.53615399041	256.68551805578045	
1097000	-109228.8414237117	6.0	-109482.48674593959	253.64532222789234	
1098000	-109222.86020294309	6.0	-109475.22666174448	252.3664588013886	
1099000	-109237.3998173908	6.0	-109486.29495448728	248.89513709648165	
1100000	-109216.19281828453	6.0	-109470.66677358233	254.473955297801	
1101000	-109222.77152352265	6.0	-109477.43962973024	254.6681062075894	
1102000	-109226.85875641581	6.0	-109481.93326914248	255.074512726678	
1103000	-109221.07448478423	6.0	-109474.69558071569	253.62109593146238	
1104000	-109222.10135968603	6.0	-109475.42887961115	253.32751992511737	
1105000	-109217.70307048468	6.0	-109469.02120858975	251.31813810506293	
1106000	-109210.88185195912	6.0	-109464.99123401883	254.10938205972315	
1107000	-109230.06540783327	6.0	-109487.47474263216	257.409334798886	
1108000	-109238.20210840412	6.0	-109489.30314691439	251.10103851026767	
1109000	-109234.4112396359	6.0	-109488.10415957552	253.69291993962037	
1110000	-109250.63786071047	6.0	-109505.72024056534	255.08237985487006	
1111000	-109238.65798510663	6.0	-109490.47232256002	251.81433745337864	
1112000	-109235.6852800155	6.0	-109490.35112068115	254.66584066565613	
1113000	-109227.42444697925	6.0	-109479.6178147782	252.19336779895445	
1114000	-109228.86690174647	6.0	-109484.50024356764	255.63334182116785	
1115000	-109222.64066331934	6.0	-109476.70136945436	254.06070613502203	
1116000	-109220.24255549692	6.0	-109473.64177661088	253.39922111395964	
1117000	-109234.80191397181	6.0	-109490.49940254689	255.69748857508523	
1118000	-109220.57544802752	6.0	-109476.93941654245	256.36396851492447	
1119000	-109222.39656485927	6.0	-109477.9514672265	255.55490236724103	
1120000	-109219.77595915116	6.0	-109472.99673480613	253.22077565497293	
1121000	-109216.34653636815	6.0	-109471.22237380731	254.87583743916122	
1122000	-109223.55201721004	6.0	-109476.48010825364	252.92809104360512	
1123000	-109231.26124969739	6.0	-109485.22379384567	253.96254414827175	
1124000	-109219.26225191647	6.0	-109473.81639545476	254.55414353828596	
1125000	-109218.34354323722	6.0	-109471.71363440763	253.3700911704076	
1126000	-109215.50120799888	6.0	-109467.67669574442	252.1754877455357	
1127000	-109210.42539356687	6.0	-109465.96259484779	255.5372012809207	
1128000	-109218.73842768866	6.0	-109469.18861911863	250.45019142997685	
1129000	-109214.20579527784	6.0	-109467.8859102071	253.6801149292651	
1130000	-109223.71197785549	6.0	-109479.6984163319	255.98643847641412	
1131000	-109219.1145760959	6.0	-109473.96670313823	254.85212704231944	
1132000	-109222.05095164897	6.0	-109479.51750167432	257.4665500253458	
1133000	-109225.30617798165	6.0	-109477.07133274713	251.7651547654774	
1134000	-109226.74712741474	6.0	-109478.00649181813	251.25936440338626	
1135000	-109216.359785507	6.0	-109471.01867003772	254.658884530725	
1136000	-109214.00819790423	6.0	-109468.47846522125	254.47026731702005	
1137000	-109219.28913694841	6.0	-109472.10628058051	252.81714363210108	
1138000	-109205.71580634528	6.0	-109461.48713749049	255.77133114520922	
1139000	-109212.60879088877	6.0	-109464.43699576794	251.8282048791776	
1140000	-109220.62581587378	6.0	-109474.36500568544	253.7391898116553	
1141000	-109222.154308966	6.0	-109478.64441354477	256.49010457877296	
1142000	-109225.0783314303	6.0	-109482.50616987747	257.4278384471738	
1143000	-109230.76678666666	6.0	-109483.01812136588	252.25133469921428	
1144000	-109219.84887058655	6.0	-109471.79769633732	251.94882575077202	
1145000	-109223.08299951664	6.0	-109476.64003973336	253.55704021672025	
1146000	-109223.94983544361	6.0	-109478.0626028543	254.11276741069926	
1147000	-109216.1175016582	6.0	-109471.09596686887	254.97846521067274	
1148000	-109219.35180224218	6.0	-109471.68197997117	252.33017772899373	
1149000	-109226.21117762312	6.0	-109481.27790976697	255.06673214385327	
1150000	-109235.68363551579	6.0	-109487.78412599495	252.10049047916831	
1151000	-109219.66404090529	6.0	-109475.49425582551	255.83021492022718	
1152000	-109225.83078608362	6.0	-109482.25054132678	256.41975524316075	
1153000	-109228.5351769527	6.0	-109479.97948890294	251.44431195023898	
1154000	-109220.74877881378	6.0	-109474.22245783726	253.47367902347284	
1155000	-109218.68522662554	6.0	-109473.52371831464	254.83849168909134	
1156000	-109230.27904384915	6.0	-109483.04654295623	252.76749910707676	
1157000	-109227.20301909152	6.0	-109480.72252194103	253.51950284950607	
1158000	-109224.13407243339	6.0	-109481.11273425579	256.9786618223967	
1159000	-109233.02915790107	6.0	-109487.4592721834	254.4301142823425	
1160000	-109232.14692565582	6.0	-109486.21259499858	254.06566934276256	
1161000	-109229.62066856987	6.0	-109480.5496965383	250.9290279684316	
1162000	-109226.98661279918	6.0	-109483.05821316193	256.0716003627529	
1163000	-109244.17874339402	6.0	-109496.35139172069	252.1726483266637	
1164000	-109234.54028204682	6.0	-109489.99645468744	255.4561726406187	
1165000	-109221.6990185884	6.0	-109477.87626762365	256.1772490352405	
1166000	-109242.9233614244	6.0	-109497.72425039492	254.8008889705192	
1167000	-109235.23131508855	6.0	-109487.63099296705	252.39967787851475	
1168000	-109225.33643368694	6.0	-109480.37110934427	255.03467565732197	
1169000	-109226.5725530172	6.0	-109483.67146196775	257.09890895054883	
1170000	-109234.04396423402	6.0	-109485.51978544556	251.4758212115379	
1171000	-109238.48639812018	6.0	-109492.0768695239	253.5904714037148	
1172000	-109227.79171922787	6.0	-109481.41250196632	253.62078273845026	
1173000	-109222.65312063158	6.0	-109476.41907766247	253.7659570308872	
1174000	-109222.35291137345	6.0	-109478.3391682261	255.98625685264565	
1175000	-109218.11055397175	6.0	-109472.8344078859	254.7238539141458	
1176000	-109220.90386983569	6.0	-109474.2956226838	253.39175284811404	
1177000	-109210.15932272651	6.0	-109462.28458945431	252.1252667277951	
1178000	-109214.11403536942	6.0	-109466.49036548662	252.37633011720243	
1179000	-109213.5391638032	6.0	-109468.35274455648	254.81358075328706	
1180000	-109214.13537833781	6.0	-109470.70742038958	256.5720420517621	
1181000	-109211.64451688548	6.0	-109463.1353659333	251.49084904781878	
1182000	-109214.51891328768	6.0	-109466.3632097723	251.84429648461455	
1183000	-109219.84235547266	6.0	-109475.92241553057	256.0800600579105	
1184000	-109219.6286962379	6.0	-109475.3212848872	255.69258864931575	
1185000	-109226.48679742047	6.0	-109479.85927915879	253.37248173832094	
1186000	-109228.91848852464	6.0	-109483.33457305717	254.41608453253835	
1187000	-109217.18090137231	6.0	-109471.30130853645	254.12040716413512	
1188000	-109214.13188659008	6.0	-109467.55405252731	253.42216593722154	
1189000	-109211.57826465604	6.0	-109467.03920982276	255.46094516672426	
1190000	-109211.71514047774	6.0	-109465.47743919957	253.7622987218407	
1191000	-109210.54546691939	6.0	-109465.94040364648	255.39493672709483	
1192000	-109206.7749527209	6.0	-109462.52922816355	255.7542754426609	
1193000	-109215.78692931891	6.0	-109470.94162474321	255.154695424301	
1194000	-109222.44388974673	6.0	-109475.05856567244	252.61467592570813	
1195000	-109220.97732570772	5.9	-109478.6693334678	257.6920077600766	
1196000	-109216.67510179672	5.9	-109471.39897365481	254.72387185808793	
1197000	-109219.23847828849	5.9	-109475.11806851682	255.87959022832513	
1198000	-109215.89617900389	5.9	-109471.5087089747	255.61252997080965	
1199000	-109222.34578566009	5.9	-109476.27940841197	253.93362275187775	
1200000	-109210.30202343114	5.9	-109466.44414093155	256.1421175003999	
1201000	-109209.47875512096	5.9	-109462.97260148577	253.49384636481926	
1202000	-109215.14406143688	5.9	-109470.516797175	255.37273573812672	
1203000	-109218.47264935068	5.9	-109471.60170804262	253.12905869195342	
1204000	-109216.96626161577	5.9	-109471.1887351992	254.22247358343213	
1205000	-109214.92507803676	5.9	-109469.30506999732	254.3799919605717	
1206000	-109216.0507327002	5.9	-109471.6590209703	255.60828827010457	
1207000	-109246.6925552567	5.9	-109502.0211534303	255.32859817359324	
1208000	-109238.81043920851	5.9	-109493.59350400996	254.78306480144582	
1209000	-109225.46465110079	5.9	-109480.79835570796	255.3337046071724	
1210000	-109233.93559516597	5.9	-109486.5389959452	252.60340077924036	
1211000	-109231.99915109931	5.9	-109484.90362614093	252.90447504161935	
1212000	-109233.82274627658	5.9	-109488.63069480722	254.80794853063185	
1213000	-109225.64900010143	5.9	-109479.42466847942	253.7756683779931	
1214000	-109234.37645649613	5.9	-109485.57236791606	251.1959114199245	
1215000	-109227.96572926902	5.9	-109482.19517787751	254.22944860848406	
1216000	-109217.48265996565	5.9	-109472.29248821303	254.80982824737873	
1217000	-109219.429677274	5.9	-109475.46889934565	256.0392220716415	
1218000	-109226.96595546101	5.9	-109483.93761516787	256.971659706864	
1219000	-109227.77953011922	5.9	-109482.03076082218	254.25123070295894	
1220000	-109224.80802544742	5.9	-109479.34087055529	254.5328451078725	
